1,129.11.1.221,A0756,D4-3D-7E-60-D8-26
2,129.16.18.47,A0659,E0-BE-03-85-8C-EB
3,129.16.18.46,A0658,4C-CC-6A-5C-E0-EA
4,129.16.18.48,A0657,E0-BE-03-85-8E-74
5,129.16.18.30,A0660,E0-BE-03-49-B7-BE
6,129.16.18.35,A0656,E0-BE-03-14-B9-18
7,129.16.142.139,A0665,44-37-E6-D3-56-21
8,129.16.120.201,A0663,94-C6-91-27-E9-5F
9,129.16.36.99,A0664,94-C6-91-B1-D2-84
10,10.10.98.18,A0668,8C-89-A5-B7-7D-47
11,129.16.6.45,A0655,E0-BE-03-53-05-CB
12,129.16.41.21,A0662,E0-BE-03-7E-BA-B5
